case_id,activity,timestamp,duration_seconds,variant,amount,submitter_id
CASE-00348,submit,2024-03-22 04:16:40.556855+00:00,387.81,happy_path,4205.89,EMP-003
CASE-00348,manager_approval,2024-03-22 04:23:08.362943+00:00,86690.39,happy_path,4205.89,EMP-003
CASE-00348,finance_approval,2024-03-23 04:27:58.750919+00:00,49962.77,happy_path,4205.89,EMP-003
CASE-00348,paid,2024-03-23 18:20:41.522658+00:00,2421.07,happy_path,4205.89,EMP-003
CASE-00349,submit,2023-12-17 13:36:15.974828+00:00,456.14,happy_path,2672.58,EMP-061
CASE-00349,manager_approval,2023-12-17 13:43:52.114730+00:00,72412.92,happy_path,2672.58,EMP-061
CASE-00349,finance_approval,2023-12-18 09:50:45.034736+00:00,46851.21,happy_path,2672.58,EMP-061
CASE-00349,paid,2023-12-18 22:51:36.242763+00:00,4168.75,happy_path,2672.58,EMP-061
CASE-00350,submit,2023-12-16 08:24:19.408048+00:00,352.66,happy_path,1195.79,EMP-134
CASE-00350,manager_approval,2023-12-16 08:30:12.063826+00:00,71806.1,happy_path,1195.79,EMP-134
CASE-00350,finance_approval,2023-12-17 04:26:58.163885+00:00,43074.7,happy_path,1195.79,EMP-134
CASE-00350,paid,2023-12-17 16:24:52.863485+00:00,2413.37,happy_path,1195.79,EMP-134
CASE-00351,submit,2023-10-16 11:16:03.692298+00:00,241.62,escalation,3204.22,EMP-101
CASE-00351,manager_approval,2023-10-16 11:20:05.312802+00:00,76859.6,escalation,3204.22,EMP-101
CASE-00351,finance_review,2023-10-17 08:41:04.912192+00:00,203757.82,escalation,3204.22,EMP-101
CASE-00351,paid,2023-10-19 17:17:02.732159+00:00,3452.51,escalation,3204.22,EMP-101
CASE-00352,submit,2024-02-06 03:08:04.629513+00:00,295.18,happy_path,1609.29,EMP-101
CASE-00352,manager_approval,2024-02-06 03:12:59.804736+00:00,67580.04,happy_path,1609.29,EMP-101
CASE-00352,finance_approval,2024-02-06 21:59:19.841480+00:00,42809.88,happy_path,1609.29,EMP-101
CASE-00352,paid,2024-02-07 09:52:49.722741+00:00,3951.24,happy_path,1609.29,EMP-101
CASE-00353,submit,2023-10-22 14:45:45.509989+00:00,351.64,happy_path,3910.69,EMP-150
CASE-00353,manager_approval,2023-10-22 14:51:37.149911+00:00,100943.62,happy_path,3910.69,EMP-150
CASE-00353,finance_approval,2023-10-23 18:54:00.773278+00:00,41769.81,happy_path,3910.69,EMP-150
CASE-00353,paid,2023-10-24 06:30:10.586299+00:00,4020.1,happy_path,3910.69,EMP-150
CASE-00354,submit,2023-11-27 11:53:21.633641+00:00,297.14,happy_path,3863.17,EMP-116
CASE-00354,manager_approval,2023-11-27 11:58:18.778167+00:00,97269.02,happy_path,3863.17,EMP-116
CASE-00354,finance_approval,2023-11-28 14:59:27.793523+00:00,49210.54,happy_path,3863.17,EMP-116
CASE-00354,paid,2023-11-29 04:39:38.329027+00:00,4745.58,happy_path,3863.17,EMP-116
CASE-00355,submit,2023-11-10 16:53:23.317895+00:00,321.1,rejection_loop,3499.55,EMP-011
CASE-00355,manager_rejects,2023-11-10 16:58:44.420840+00:00,3333.43,rejection_loop,3499.55,EMP-011
CASE-00355,resubmit,2023-11-10 17:54:17.846731+00:00,6056.71,rejection_loop,3499.55,EMP-011
CASE-00355,manager_approval,2023-11-10 19:35:14.561599+00:00,31306.15,rejection_loop,3499.55,EMP-011
CASE-00355,paid,2023-11-11 04:17:00.712322+00:00,3373.33,rejection_loop,3499.55,EMP-011
CASE-00356,submit,2023-10-08 14:16:28.715915+00:00,311.53,happy_path,4109.44,EMP-045
CASE-00356,manager_approval,2023-10-08 14:21:40.249198+00:00,66850.85,happy_path,4109.44,EMP-045
CASE-00356,finance_approval,2023-10-09 08:55:51.096078+00:00,47665.0,happy_path,4109.44,EMP-045
CASE-00356,paid,2023-10-09 22:10:16.098645+00:00,3591.76,happy_path,4109.44,EMP-045
CASE-00357,submit,2023-10-24 20:40:41.029599+00:00,254.51,happy_path,4029.29,EMP-036
CASE-00357,manager_approval,2023-10-24 20:44:55.536802+00:00,121251.68,happy_path,4029.29,EMP-036
CASE-00357,finance_approval,2023-10-26 06:25:47.219934+00:00,47941.12,happy_path,4029.29,EMP-036
CASE-00357,paid,2023-10-26 19:44:48.337139+00:00,3703.61,happy_path,4029.29,EMP-036
CASE-00358,submit,2023-10-18 03:03:01.125595+00:00,339.27,happy_path,3447.11,EMP-166
CASE-00358,manager_approval,2023-10-18 03:08:40.395629+00:00,45049.76,happy_path,3447.11,EMP-166
CASE-00358,finance_approval,2023-10-18 15:39:30.156818+00:00,34917.19,happy_path,3447.11,EMP-166
CASE-00358,paid,2023-10-19 01:21:27.346103+00:00,6346.44,happy_path,3447.11,EMP-166
CASE-00359,submit,2023-10-19 13:20:51.788394+00:00,393.27,happy_path,3247.64,EMP-033
CASE-00359,manager_approval,2023-10-19 13:27:25.061862+00:00,108950.29,happy_path,3247.64,EMP-033
CASE-00359,finance_approval,2023-10-20 19:43:15.350785+00:00,32472.59,happy_path,3247.64,EMP-033
CASE-00359,paid,2023-10-21 04:44:27.936163+00:00,5143.38,happy_path,3247.64,EMP-033
CASE-00360,submit,2024-02-27 21:40:51.364630+00:00,399.74,happy_path,4624.45,EMP-111
CASE-00360,manager_approval,2024-02-27 21:47:31.108476+00:00,82224.58,happy_path,4624.45,EMP-111
CASE-00360,finance_approval,2024-02-28 20:37:55.690734+00:00,44279.61,happy_path,4624.45,EMP-111
CASE-00360,paid,2024-02-29 08:55:55.304439+00:00,3374.13,happy_path,4624.45,EMP-111
CASE-00361,submit,2023-12-22 06:46:09.769417+00:00,266.25,happy_path,976.4,EMP-072
CASE-00361,manager_approval,2023-12-22 06:50:36.017095+00:00,104127.37,happy_path,976.4,EMP-072
CASE-00361,finance_approval,2023-12-23 11:46:03.383314+00:00,51187.85,happy_path,976.4,EMP-072
CASE-00361,paid,2023-12-24 01:59:11.233841+00:00,2636.13,happy_path,976.4,EMP-072
CASE-00362,submit,2023-10-13 23:25:46.480044+00:00,241.91,happy_path,4419.75,EMP-123
CASE-00362,manager_approval,2023-10-13 23:29:48.394772+00:00,84217.06,happy_path,4419.75,EMP-123
CASE-00362,finance_approval,2023-10-14 22:53:25.452562+00:00,47043.85,happy_path,4419.75,EMP-123
CASE-00362,paid,2023-10-15 11:57:29.299614+00:00,4184.08,happy_path,4419.75,EMP-123
CASE-00363,submit,2024-02-23 01:44:08.791383+00:00,418.47,escalation,3172.23,EMP-140
CASE-00363,manager_approval,2024-02-23 01:51:07.258125+00:00,124012.95,escalation,3172.23,EMP-140
CASE-00363,finance_review,2024-02-24 12:18:00.212325+00:00,167784.12,escalation,3172.23,EMP-140
CASE-00363,paid,2024-02-26 10:54:24.329519+00:00,2885.4,escalation,3172.23,EMP-140
CASE-00364,submit,2023-11-29 21:19:51.919125+00:00,358.25,happy_path,4567.75,EMP-129
CASE-00364,manager_approval,2023-11-29 21:25:50.164404+00:00,85764.35,happy_path,4567.75,EMP-129
CASE-00364,finance_approval,2023-11-30 21:15:14.516382+00:00,44841.08,happy_path,4567.75,EMP-129
CASE-00364,paid,2023-12-01 09:42:35.598977+00:00,3420.11,happy_path,4567.75,EMP-129
CASE-00365,submit,2024-01-06 07:08:51.004646+00:00,291.61,rejection_loop,1440.62,EMP-121
CASE-00365,manager_rejects,2024-01-06 07:13:42.619218+00:00,3850.93,rejection_loop,1440.62,EMP-121
CASE-00365,resubmit,2024-01-06 08:17:53.547846+00:00,112.91,rejection_loop,1440.62,EMP-121
CASE-00365,manager_approval,2024-01-06 08:19:46.453579+00:00,96190.05,rejection_loop,1440.62,EMP-121
CASE-00365,paid,2024-01-07 11:02:56.505822+00:00,3532.71,rejection_loop,1440.62,EMP-121
CASE-00366,submit,2023-10-13 01:31:31.415817+00:00,342.22,escalation,1369.31,EMP-189
CASE-00366,manager_approval,2023-10-13 01:37:13.636380+00:00,86055.38,escalation,1369.31,EMP-189
CASE-00366,finance_review,2023-10-14 01:31:29.015583+00:00,216790.92,escalation,1369.31,EMP-189
CASE-00366,paid,2023-10-16 13:44:39.935043+00:00,2278.5,escalation,1369.31,EMP-189
CASE-00367,submit,2023-11-03 16:45:12.916604+00:00,209.16,happy_path,4204.15,EMP-045
CASE-00367,manager_approval,2023-11-03 16:48:42.074060+00:00,64912.2,happy_path,4204.15,EMP-045
CASE-00367,finance_approval,2023-11-04 10:50:34.271831+00:00,38046.1,happy_path,4204.15,EMP-045
CASE-00367,paid,2023-11-04 21:24:40.370751+00:00,1713.44,happy_path,4204.15,EMP-045
CASE-00368,submit,2024-01-12 10:46:48.082452+00:00,264.26,happy_path,3517.78,EMP-146
CASE-00368,manager_approval,2024-01-12 10:51:12.339766+00:00,81012.4,happy_path,3517.78,EMP-146
CASE-00368,finance_approval,2024-01-13 09:21:24.736239+00:00,58032.05,happy_path,3517.78,EMP-146
CASE-00368,paid,2024-01-14 01:28:36.783941+00:00,3460.02,happy_path,3517.78,EMP-146
CASE-00369,submit,2023-10-09 20:00:12.103144+00:00,376.39,happy_path,1579.81,EMP-126
CASE-00369,manager_approval,2023-10-09 20:06:28.494070+00:00,96529.46,happy_path,1579.81,EMP-126
CASE-00369,finance_approval,2023-10-10 22:55:17.951369+00:00,51345.41,happy_path,1579.81,EMP-126
CASE-00369,paid,2023-10-11 13:11:03.363868+00:00,3728.16,happy_path,1579.81,EMP-126
CASE-00370,submit,2023-12-03 08:04:44.656437+00:00,347.56,happy_path,3089.97,EMP-034
CASE-00370,manager_approval,2023-12-03 08:10:32.218290+00:00,121328.6,happy_path,3089.97,EMP-034
CASE-00370,finance_approval,2023-12-04 17:52:40.820886+00:00,44906.5,happy_path,3089.97,EMP-034
CASE-00370,paid,2023-12-05 06:21:07.322422+00:00,3367.68,happy_path,3089.97,EMP-034
CASE-00371,submit,2024-02-19 09:15:47.789647+00:00,367.87,happy_path,3538.25,EMP-037
CASE-00371,manager_approval,2024-02-19 09:21:55.661096+00:00,51156.77,happy_path,3538.25,EMP-037
CASE-00371,finance_approval,2024-02-19 23:34:32.430892+00:00,49951.19,happy_path,3538.25,EMP-037
CASE-00371,paid,2024-02-20 13:27:03.624880+00:00,3386.48,happy_path,3538.25,EMP-037
CASE-00372,submit,2023-12-02 13:56:37.778382+00:00,227.87,exception,2008.2,EMP-026
CASE-00372,missing_receipt,2023-12-02 14:00:25.645544+00:00,2535.0,exception,2008.2,EMP-026
CASE-00372,hold,2023-12-02 14:42:40.645993+00:00,248953.85,exception,2008.2,EMP-026
CASE-00372,resolved,2023-12-05 11:51:54.499347+00:00,2960.94,exception,2008.2,EMP-026
CASE-00372,paid,2023-12-05 12:41:15.444337+00:00,2933.28,exception,2008.2,EMP-026
CASE-00373,submit,2024-02-04 20:10:51.314246+00:00,246.77,happy_path,3550.56,EMP-144
CASE-00373,manager_approval,2024-02-04 20:14:58.087813+00:00,120653.26,happy_path,3550.56,EMP-144
CASE-00373,finance_approval,2024-02-06 05:45:51.346072+00:00,37725.68,happy_path,3550.56,EMP-144
CASE-00373,paid,2024-02-06 16:14:37.022124+00:00,3800.85,happy_path,3550.56,EMP-144
CASE-00374,submit,2023-11-25 00:18:52.500909+00:00,378.88,happy_path,1568.77,EMP-177
CASE-00374,manager_approval,2023-11-25 00:25:11.379259+00:00,86968.56,happy_path,1568.77,EMP-177
CASE-00374,finance_approval,2023-11-26 00:34:39.941738+00:00,43588.15,happy_path,1568.77,EMP-177
CASE-00374,paid,2023-11-26 12:41:08.086804+00:00,3251.37,happy_path,1568.77,EMP-177
CASE-00375,submit,2023-10-08 19:53:36.418002+00:00,225.27,rejection_loop,3865.61,EMP-146
CASE-00375,manager_rejects,2023-10-08 19:57:21.691629+00:00,2518.25,rejection_loop,3865.61,EMP-146
CASE-00375,resubmit,2023-10-08 20:39:19.942771+00:00,4766.95,rejection_loop,3865.61,EMP-146
CASE-00375,manager_approval,2023-10-08 21:58:46.890725+00:00,101345.1,rejection_loop,3865.61,EMP-146
CASE-00375,paid,2023-10-10 02:07:51.995425+00:00,3471.17,rejection_loop,3865.61,EMP-146
CASE-00376,submit,2023-12-01 14:38:51.363734+00:00,348.89,escalation,4686.6,EMP-037
CASE-00376,manager_approval,2023-12-01 14:44:40.252232+00:00,95762.11,escalation,4686.6,EMP-037
CASE-00376,finance_review,2023-12-02 17:20:42.357643+00:00,146811.49,escalation,4686.6,EMP-037
CASE-00376,paid,2023-12-04 10:07:33.849514+00:00,4759.68,escalation,4686.6,EMP-037
CASE-00377,submit,2024-01-26 00:55:25.002297+00:00,349.41,exception,4117.23,EMP-172
CASE-00377,missing_receipt,2024-01-26 01:01:14.409411+00:00,1586.73,exception,4117.23,EMP-172
CASE-00377,hold,2024-01-26 01:27:41.138403+00:00,252952.02,exception,4117.23,EMP-172
CASE-00377,resolved,2024-01-28 23:43:33.153424+00:00,4052.56,exception,4117.23,EMP-172
CASE-00377,paid,2024-01-29 00:51:05.710458+00:00,4231.23,exception,4117.23,EMP-172
CASE-00378,submit,2023-12-20 21:06:39.637898+00:00,319.09,happy_path,56.34,EMP-099
CASE-00378,manager_approval,2023-12-20 21:11:58.732613+00:00,74996.12,happy_path,56.34,EMP-099
CASE-00378,finance_approval,2023-12-21 18:01:54.847995+00:00,45300.58,happy_path,56.34,EMP-099
CASE-00378,paid,2023-12-22 06:36:55.426023+00:00,2005.04,happy_path,56.34,EMP-099
CASE-00379,submit,2024-02-21 23:18:48.874094+00:00,363.77,happy_path,1907.97,EMP-123
CASE-00379,manager_approval,2024-02-21 23:24:52.645422+00:00,54291.71,happy_path,1907.97,EMP-123
CASE-00379,finance_approval,2024-02-22 14:29:44.352546+00:00,37485.26,happy_path,1907.97,EMP-123
CASE-00379,paid,2024-02-23 00:54:29.614212+00:00,3750.69,happy_path,1907.97,EMP-123
CASE-00380,submit,2023-11-29 08:51:25.352542+00:00,364.96,rejection_loop,215.39,EMP-006
CASE-00380,manager_rejects,2023-11-29 08:57:30.317025+00:00,3824.82,rejection_loop,215.39,EMP-006
CASE-00380,resubmit,2023-11-29 10:01:15.139767+00:00,6988.61,rejection_loop,215.39,EMP-006
CASE-00380,manager_approval,2023-11-29 11:57:43.753130+00:00,96484.63,rejection_loop,215.39,EMP-006
CASE-00380,paid,2023-11-30 14:45:48.386953+00:00,4365.53,rejection_loop,215.39,EMP-006
CASE-00381,submit,2023-12-02 19:56:47.486224+00:00,426.37,rejection_loop,2757.88,EMP-024
CASE-00381,manager_rejects,2023-12-02 20:03:53.855709+00:00,3482.76,rejection_loop,2757.88,EMP-024
CASE-00381,resubmit,2023-12-02 21:01:56.612847+00:00,6660.72,rejection_loop,2757.88,EMP-024
CASE-00381,manager_approval,2023-12-02 22:52:57.333555+00:00,64381.49,rejection_loop,2757.88,EMP-024
CASE-00381,paid,2023-12-03 16:45:58.820868+00:00,2899.61,rejection_loop,2757.88,EMP-024
CASE-00382,submit,2023-11-08 23:58:41.013917+00:00,232.55,happy_path,315.1,EMP-085
CASE-00382,manager_approval,2023-11-09 00:02:33.559820+00:00,98694.09,happy_path,315.1,EMP-085
CASE-00382,finance_approval,2023-11-10 03:27:27.648298+00:00,53547.45,happy_path,315.1,EMP-085
CASE-00382,paid,2023-11-10 18:19:55.098899+00:00,3345.45,happy_path,315.1,EMP-085
CASE-00383,submit,2023-10-20 06:21:24.409648+00:00,204.4,happy_path,1443.54,EMP-061
CASE-00383,manager_approval,2023-10-20 06:24:48.814035+00:00,65063.87,happy_path,1443.54,EMP-061
CASE-00383,finance_approval,2023-10-21 00:29:12.685722+00:00,48868.37,happy_path,1443.54,EMP-061
CASE-00383,paid,2023-10-21 14:03:41.056339+00:00,3299.16,happy_path,1443.54,EMP-061
CASE-00384,submit,2024-01-23 12:23:34.512087+00:00,301.14,happy_path,483.76,EMP-170
CASE-00384,manager_approval,2024-01-23 12:28:35.653959+00:00,76717.63,happy_path,483.76,EMP-170
CASE-00384,finance_approval,2024-01-24 09:47:13.282003+00:00,43600.96,happy_path,483.76,EMP-170
CASE-00384,paid,2024-01-24 21:53:54.240677+00:00,3942.89,happy_path,483.76,EMP-170
CASE-00385,submit,2023-11-27 12:05:12.078631+00:00,382.45,exception,2394.17,EMP-030
CASE-00385,missing_receipt,2023-11-27 12:11:34.524020+00:00,1522.01,exception,2394.17,EMP-030
CASE-00385,hold,2023-11-27 12:36:56.530022+00:00,319338.14,exception,2394.17,EMP-030
CASE-00385,resolved,2023-12-01 05:19:14.672320+00:00,3460.9,exception,2394.17,EMP-030
CASE-00385,paid,2023-12-01 06:16:55.572703+00:00,3266.42,exception,2394.17,EMP-030
CASE-00386,submit,2023-12-08 11:48:54.693022+00:00,255.79,escalation,965.16,EMP-098
CASE-00386,manager_approval,2023-12-08 11:53:10.483956+00:00,92042.43,escalation,965.16,EMP-098
CASE-00386,finance_review,2023-12-09 13:27:12.909600+00:00,142601.35,escalation,965.16,EMP-098
CASE-00386,paid,2023-12-11 05:03:54.258461+00:00,3740.39,escalation,965.16,EMP-098
CASE-00387,submit,2024-02-05 08:45:16.230676+00:00,373.17,happy_path,355.11,EMP-193
CASE-00387,manager_approval,2024-02-05 08:51:29.397947+00:00,104715.75,happy_path,355.11,EMP-193
CASE-00387,finance_approval,2024-02-06 13:56:45.152401+00:00,45860.88,happy_path,355.11,EMP-193
CASE-00387,paid,2024-02-07 02:41:06.028206+00:00,2731.02,happy_path,355.11,EMP-193
CASE-00388,submit,2024-03-02 08:14:37.532323+00:00,326.04,rejection_loop,1176.19,EMP-016
CASE-00388,manager_rejects,2024-03-02 08:20:03.571617+00:00,3031.93,rejection_loop,1176.19,EMP-016
CASE-00388,resubmit,2024-03-02 09:10:35.502106+00:00,3674.71,rejection_loop,1176.19,EMP-016
CASE-00388,manager_approval,2024-03-02 10:11:50.210513+00:00,76800.38,rejection_loop,1176.19,EMP-016
CASE-00388,paid,2024-03-03 07:31:50.591125+00:00,1763.83,rejection_loop,1176.19,EMP-016
CASE-00389,submit,2023-10-09 06:01:37.531801+00:00,319.53,happy_path,440.83,EMP-183
CASE-00389,manager_approval,2023-10-09 06:06:57.058333+00:00,62913.02,happy_path,440.83,EMP-183
CASE-00389,finance_approval,2023-10-09 23:35:30.080413+00:00,39442.39,happy_path,440.83,EMP-183
CASE-00389,paid,2023-10-10 10:32:52.471461+00:00,1289.71,happy_path,440.83,EMP-183
CASE-00390,submit,2023-11-03 02:50:13.785087+00:00,225.76,happy_path,4748.81,EMP-115
CASE-00390,manager_approval,2023-11-03 02:53:59.545378+00:00,143930.8,happy_path,4748.81,EMP-115
CASE-00390,finance_approval,2023-11-04 18:52:50.346072+00:00,41310.38,happy_path,4748.81,EMP-115
CASE-00390,paid,2023-11-05 06:21:20.730156+00:00,3767.87,happy_path,4748.81,EMP-115
CASE-00391,submit,2023-11-08 08:17:28.642128+00:00,270.91,happy_path,4941.99,EMP-112
CASE-00391,manager_approval,2023-11-08 08:21:59.557023+00:00,91780.38,happy_path,4941.99,EMP-112
CASE-00391,finance_approval,2023-11-09 09:51:39.937115+00:00,39542.82,happy_path,4941.99,EMP-112
CASE-00391,paid,2023-11-09 20:50:42.754769+00:00,2946.7,happy_path,4941.99,EMP-112
CASE-00392,submit,2023-12-11 20:35:18.027685+00:00,270.38,rejection_loop,4046.35,EMP-023
CASE-00392,manager_rejects,2023-12-11 20:39:48.409770+00:00,3173.98,rejection_loop,4046.35,EMP-023
CASE-00392,resubmit,2023-12-11 21:32:42.391195+00:00,8161.41,rejection_loop,4046.35,EMP-023
CASE-00392,manager_approval,2023-12-11 23:48:43.804687+00:00,82481.21,rejection_loop,4046.35,EMP-023
CASE-00392,paid,2023-12-12 22:43:25.013522+00:00,4582.87,rejection_loop,4046.35,EMP-023
CASE-00393,submit,2024-01-16 18:19:43.316413+00:00,305.8,rejection_loop,3943.43,EMP-160
CASE-00393,manager_rejects,2024-01-16 18:24:49.114438+00:00,3312.63,rejection_loop,3943.43,EMP-160
CASE-00393,resubmit,2024-01-16 19:20:01.741436+00:00,8572.37,rejection_loop,3943.43,EMP-160
CASE-00393,manager_approval,2024-01-16 21:42:54.108738+00:00,108960.02,rejection_loop,3943.43,EMP-160
CASE-00393,paid,2024-01-18 03:58:54.132800+00:00,1578.45,rejection_loop,3943.43,EMP-160
CASE-00394,submit,2023-10-21 04:16:43.366821+00:00,222.93,happy_path,572.89,EMP-200
CASE-00394,manager_approval,2023-10-21 04:20:26.296504+00:00,80384.64,happy_path,572.89,EMP-200
CASE-00394,finance_approval,2023-10-22 02:40:10.937044+00:00,51889.68,happy_path,572.89,EMP-200
CASE-00394,paid,2023-10-22 17:05:00.612860+00:00,3085.05,happy_path,572.89,EMP-200
CASE-00395,submit,2023-12-27 03:33:40.972015+00:00,351.3,happy_path,2453.64,EMP-156
CASE-00395,manager_approval,2023-12-27 03:39:32.267772+00:00,96702.24,happy_path,2453.64,EMP-156
CASE-00395,finance_approval,2023-12-28 06:31:14.511815+00:00,49656.37,happy_path,2453.64,EMP-156
CASE-00395,paid,2023-12-28 20:18:50.877961+00:00,2598.28,happy_path,2453.64,EMP-156
CASE-00396,submit,2024-02-04 07:01:09.904867+00:00,238.66,happy_path,2009.17,EMP-085
CASE-00396,manager_approval,2024-02-04 07:05:08.565348+00:00,109761.58,happy_path,2009.17,EMP-085
CASE-00396,finance_approval,2024-02-05 13:34:30.148793+00:00,45691.91,happy_path,2009.17,EMP-085
CASE-00396,paid,2024-02-06 02:16:02.062948+00:00,3498.78,happy_path,2009.17,EMP-085
CASE-00397,submit,2023-11-22 11:05:51.150328+00:00,357.52,happy_path,3978.58,EMP-080
CASE-00397,manager_approval,2023-11-22 11:11:48.674851+00:00,53104.75,happy_path,3978.58,EMP-080
CASE-00397,finance_approval,2023-11-23 01:56:53.427400+00:00,43784.96,happy_path,3978.58,EMP-080
CASE-00397,paid,2023-11-23 14:06:38.388948+00:00,5079.61,happy_path,3978.58,EMP-080
CASE-00398,submit,2024-02-19 07:48:48.559816+00:00,369.99,happy_path,4872.39,EMP-114
CASE-00398,manager_approval,2024-02-19 07:54:58.552086+00:00,71370.61,happy_path,4872.39,EMP-114
CASE-00398,finance_approval,2024-02-20 03:44:29.166873+00:00,53697.32,happy_path,4872.39,EMP-114
CASE-00398,paid,2024-02-20 18:39:26.482179+00:00,3292.4,happy_path,4872.39,EMP-114
CASE-00399,submit,2024-02-13 08:52:53.512804+00:00,284.1,happy_path,4571.49,EMP-105
CASE-00399,manager_approval,2024-02-13 08:57:37.610624+00:00,88987.37,happy_path,4571.49,EMP-105
CASE-00399,finance_approval,2024-02-14 09:40:44.975649+00:00,28758.11,happy_path,4571.49,EMP-105
CASE-00399,paid,2024-02-14 17:40:03.083197+00:00,4067.42,happy_path,4571.49,EMP-105
CASE-00400,submit,2023-12-14 14:37:25.713026+00:00,234.86,happy_path,1590.06,EMP-130
CASE-00400,manager_approval,2023-12-14 14:41:20.575294+00:00,91417.58,happy_path,1590.06,EMP-130
CASE-00400,finance_approval,2023-12-15 16:04:58.157826+00:00,34584.28,happy_path,1590.06,EMP-130
CASE-00400,paid,2023-12-16 01:41:22.442122+00:00,3094.94,happy_path,1590.06,EMP-130
CASE-00401,submit,2023-11-16 21:47:52.544115+00:00,284.5,rejection_loop,1043.6,EMP-015
CASE-00401,manager_rejects,2023-11-16 21:52:37.041503+00:00,2307.91,rejection_loop,1043.6,EMP-015
CASE-00401,resubmit,2023-11-16 22:31:04.953217+00:00,8288.0,rejection_loop,1043.6,EMP-015
CASE-00401,manager_approval,2023-11-17 00:49:12.951347+00:00,81539.56,rejection_loop,1043.6,EMP-015
CASE-00401,paid,2023-11-17 23:28:12.509124+00:00,2908.86,rejection_loop,1043.6,EMP-015
CASE-00402,submit,2024-03-17 03:40:40.135336+00:00,281.28,rejection_loop,2550.38,EMP-163
CASE-00402,manager_rejects,2024-03-17 03:45:21.419591+00:00,3194.53,rejection_loop,2550.38,EMP-163
CASE-00402,resubmit,2024-03-17 04:38:35.950660+00:00,5248.27,rejection_loop,2550.38,EMP-163
CASE-00402,manager_approval,2024-03-17 06:06:04.216716+00:00,88052.85,rejection_loop,2550.38,EMP-163
CASE-00402,paid,2024-03-18 06:33:37.065378+00:00,4589.81,rejection_loop,2550.38,EMP-163
CASE-00403,submit,2024-02-14 19:30:43.563510+00:00,283.29,escalation,1754.03,EMP-067
CASE-00403,manager_approval,2024-02-14 19:35:26.850636+00:00,79767.24,escalation,1754.03,EMP-067
CASE-00403,finance_review,2024-02-15 17:44:54.087129+00:00,139989.43,escalation,1754.03,EMP-067
CASE-00403,paid,2024-02-17 08:38:03.520968+00:00,3193.93,escalation,1754.03,EMP-067
CASE-00404,submit,2024-01-27 12:40:52.076675+00:00,323.4,escalation,4826.34,EMP-057
CASE-00404,manager_approval,2024-01-27 12:46:15.474159+00:00,78894.83,escalation,4826.34,EMP-057
CASE-00404,finance_review,2024-01-28 10:41:10.303739+00:00,142064.7,escalation,4826.34,EMP-057
CASE-00404,paid,2024-01-30 02:08:55.006103+00:00,3447.35,escalation,4826.34,EMP-057
CASE-00405,submit,2023-12-27 08:05:59.755944+00:00,306.5,rejection_loop,3849.49,EMP-003
CASE-00405,manager_rejects,2023-12-27 08:11:06.258449+00:00,3849.37,rejection_loop,3849.49,EMP-003
CASE-00405,resubmit,2023-12-27 09:15:15.628213+00:00,8020.23,rejection_loop,3849.49,EMP-003
CASE-00405,manager_approval,2023-12-27 11:28:55.862763+00:00,91230.26,rejection_loop,3849.49,EMP-003
CASE-00405,paid,2023-12-28 12:49:26.124919+00:00,2991.85,rejection_loop,3849.49,EMP-003
CASE-00406,submit,2024-03-25 01:32:44.143265+00:00,260.68,escalation,4717.87,EMP-183
CASE-00406,manager_approval,2024-03-25 01:37:04.825041+00:00,68677.45,escalation,4717.87,EMP-183
CASE-00406,finance_review,2024-03-25 20:41:42.271436+00:00,144250.42,escalation,4717.87,EMP-183
CASE-00406,paid,2024-03-27 12:45:52.693225+00:00,4183.86,escalation,4717.87,EMP-183
CASE-00407,submit,2024-01-04 17:09:20.594801+00:00,243.28,happy_path,2360.16,EMP-174
CASE-00407,manager_approval,2024-01-04 17:13:23.875772+00:00,66335.72,happy_path,2360.16,EMP-174
CASE-00407,finance_approval,2024-01-05 11:38:59.591907+00:00,70997.74,happy_path,2360.16,EMP-174
CASE-00407,paid,2024-01-06 07:22:17.336038+00:00,3760.53,happy_path,2360.16,EMP-174
CASE-00408,submit,2024-01-27 12:31:04.651245+00:00,260.88,exception,4204.92,EMP-144
CASE-00408,missing_receipt,2024-01-27 12:35:25.532416+00:00,1640.15,exception,4204.92,EMP-144
CASE-00408,hold,2024-01-27 13:02:45.679538+00:00,283617.17,exception,4204.92,EMP-144
CASE-00408,resolved,2024-01-30 19:49:42.851626+00:00,3736.91,exception,4204.92,EMP-144
CASE-00408,paid,2024-01-30 20:51:59.758452+00:00,4884.1,exception,4204.92,EMP-144
CASE-00409,submit,2024-03-22 09:27:04.636291+00:00,293.73,rejection_loop,1342.68,EMP-183
CASE-00409,manager_rejects,2024-03-22 09:31:58.364691+00:00,3375.05,rejection_loop,1342.68,EMP-183
CASE-00409,resubmit,2024-03-22 10:28:13.416246+00:00,6252.93,rejection_loop,1342.68,EMP-183
CASE-00409,manager_approval,2024-03-22 12:12:26.341819+00:00,70480.28,rejection_loop,1342.68,EMP-183
CASE-00409,paid,2024-03-23 07:47:06.621645+00:00,3527.64,rejection_loop,1342.68,EMP-183
CASE-00410,submit,2023-12-14 17:42:18.725142+00:00,286.05,happy_path,4293.71,EMP-154
CASE-00410,manager_approval,2023-12-14 17:47:04.775728+00:00,97144.35,happy_path,4293.71,EMP-154
CASE-00410,finance_approval,2023-12-15 20:46:09.123432+00:00,51537.46,happy_path,4293.71,EMP-154
